timestamp,Force,Accelerationx,Accelerationy
10.653579473495483,1.69,0.7,9.6
10.7279953956604,1.69,0.7,9.7
10.802358865737915,1.7,0.7,9.7
10.87771487236023,1.68,0.7,9.7
10.952752590179443,1.65,0.7,9.7
11.027479887008667,1.69,0.7,9.7
11.102864265441895,1.67,0.7,9.7
11.178201913833618,1.67,0.7,9.7
11.25302791595459,1.68,0.7,9.7
11.328217506408691,1.67,0.7,9.7
11.403229713439941,1.7,0.7,9.6
11.478207111358643,1.7,0.7,9.6
11.55287480354309,1.68,0.7,9.6
11.627858877182007,1.68,0.7,9.7
11.70278787612915,1.68,0.7,9.7
11.777461051940918,1.71,0.7,9.7
11.852574825286865,1.68,0.7,9.6
11.928513526916504,1.7,0.7,9.7
12.002202033996582,1.69,0.7,9.7
12.077905416488647,1.69,0.7,9.6
12.15322756767273,1.68,0.7,9.7
12.227593660354614,1.68,0.7,9.7
12.302658081054688,1.7,0.7,9.6
12.377496242523193,1.68,0.7,9.7
12.452598094940186,1.67,0.7,9.7
12.528723955154419,1.67,0.7,9.6
12.602238416671753,1.68,0.7,9.6
12.67765498161316,1.67,0.7,9.7
12.753305196762085,1.69,0.7,9.7
12.828185081481934,1.69,0.7,9.6
12.902931451797485,1.69,0.7,9.7
12.978108644485474,1.69,0.7,9.6
13.07191801071167,1.68,0.7,9.6
13.14691162109375,1.7,0.7,9.6
13.22190237045288,1.72,0.7,9.7
13.296782493591309,1.68,0.7,9.7
13.372615098953247,1.71,0.7,9.7
13.446850299835205,1.7,0.7,9.6
13.52182412147522,1.68,0.7,9.7
13.602102279663086,1.7,0.7,9.7
13.672399759292603,1.69,0.7,9.7
13.747637748718262,1.67,0.7,9.7
13.821812152862549,1.68,0.7,9.6
13.897598266601562,1.69,0.7,9.7
13.971753597259521,1.69,0.7,9.7
14.046949625015259,1.69,0.7,9.7
14.121675729751587,1.7,0.7,9.6
14.196081399917603,1.69,0.7,9.7
14.272192239761353,1.65,0.7,9.6
14.347056150436401,1.69,0.7,9.6
14.421903848648071,1.69,0.7,9.7
14.497011423110962,1.69,0.7,9.7
14.57212781906128,1.69,0.7,9.7
14.646984338760376,1.68,0.7,9.6
14.722013711929321,1.69,0.7,9.7
14.796433687210083,1.68,0.7,9.7
14.871732473373413,1.68,0.7,9.6
14.946914434432983,1.68,0.7,9.6
15.021042108535767,1.7,0.7,9.7
15.096654415130615,1.68,0.7,9.6
15.17218279838562,1.68,0.7,9.7
15.246707916259766,1.69,0.7,9.6
15.322001695632935,1.7,0.7,9.7
15.396440744400024,1.69,0.7,9.7
15.472017049789429,1.7,0.7,9.7
15.54701042175293,1.69,0.7,9.7
15.621456623077393,1.71,0.7,9.7
15.696548223495483,1.7,0.7,9.7
15.77146315574646,1.71,0.7,9.7
15.84644103050232,1.66,0.7,9.7
15.92175817489624,1.66,0.7,9.7
15.996896266937256,1.68,0.7,9.7
16.071115255355835,1.69,0.7,9.7
16.146344661712646,1.67,0.7,9.7
16.22209930419922,1.68,0.7,9.7
16.296905755996704,1.67,0.7,9.7
16.371500968933105,1.68,0.7,9.6
16.446799755096436,1.67,0.7,9.6
16.52173137664795,1.7,0.7,9.7
16.597658395767212,1.67,0.7,9.6
16.671971797943115,1.69,0.7,9.7
16.74719262123108,1.69,0.7,9.6
16.822105884552002,1.7,0.7,9.7
16.89683508872986,1.69,0.7,9.7
16.971984386444092,1.71,0.7,9.7
17.046730041503906,1.72,0.7,9.7
17.121498823165894,1.71,0.7,9.7
17.196714401245117,1.7,0.7,9.7
17.272021055221558,1.7,0.7,9.6
17.34671425819397,1.71,0.7,9.6
17.421894311904907,1.7,0.7,9.6
17.497215747833252,1.69,0.7,9.7
17.57075524330139,1.7,0.7,9.7
17.64663314819336,1.68,0.7,9.7
17.72247004508972,1.69,0.7,9.6
17.796836376190186,1.69,0.7,9.7
17.87182092666626,1.68,0.7,9.7
17.94675040245056,1.69,0.7,9.7
18.021668434143066,1.67,0.7,9.6
18.097497701644897,1.67,0.7,9.6
18.172024488449097,1.68,0.7,9.6
18.2474524974823,1.68,0.7,9.7
18.321789741516113,1.7,0.7,9.6
18.396726608276367,1.72,0.7,9.6
18.471835613250732,1.7,0.7,9.7
18.546910524368286,1.68,0.7,9.7
18.62181830406189,1.71,0.7,9.6
18.696953535079956,1.71,0.7,9.6
18.772200345993042,1.67,0.7,9.7
18.846657514572144,1.68,0.7,9.6
18.921776056289673,1.67,0.7,9.7
18.99662160873413,1.67,0.7,9.7
19.072108030319214,1.7,0.7,9.6
19.146931409835815,1.69,0.7,9.6
19.222079515457153,1.71,0.7,9.6
19.29750084877014,1.69,0.7,9.7
19.37238883972168,1.66,0.7,9.7
19.446309089660645,1.68,0.7,9.6
19.521849393844604,1.67,0.7,9.7
19.596444129943848,1.71,0.7,9.7
19.672106981277466,1.69,0.7,9.7
19.746800422668457,1.71,0.7,9.6
19.82136845588684,1.69,0.7,9.7
19.89659285545349,1.71,0.7,9.6
19.97170090675354,1.73,0.7,9.7
20.047637701034546,1.72,0.7,9.6
